Appliance,Voltage (V),Power Consumption (W),Daily Usage (hrs),Monthly Usage (%),Daily Energy Consumption (Wh)
Laptop/Computer,230,-0.6408753710118236,-0.17396718082675208,2.7,0.11149128155622574
Iron,230,0.24447664178819298,-0.7532478904777158,2.51,-0.18415151469803254
Fan,230,-0.9024463445835643,0.2174005181325575,22.52,-0.19619230289929943
Air Conditioner,230,1.1085448466000065,-0.06376255801510529,43.01,-0.07068365509367891
Refrigerator,230,-0.8794625519317666,2.6051673457182374,8.93,-2.2911471220746678
LED Bulb,230,-0.9888055654941649,0.03372614677981293,5.86,-0.03334860163855213
Television,230,-0.8754619213567741,-0.19516037752129958,4.81,0.17085547907751034
Washing Machine,230,0.03325921395212155,-0.5384901639729683,4.4,-0.01790975957468997
Microwave Oven,230,0.030210574788742013,-0.7588994095962618,2.24,-0.022926787370740026
Geyser,230,1.6893729399947945,-0.7009713386311656,8.79,-1.1842020111954188
Laptop/Computer,230,-0.7923100048448217,-0.11886486942092875,2.39,0.09417782526677516
Iron,230,0.31533200256681176,-0.7532478904777158,2.42,-0.23752316573356463
Fan,230,-0.8636526945603378,0.8998214516969856,24.93,-0.7771332213812964
Air Conditioner,230,2.342631713289799,0.4053135288242116,49.21,0.9495003264489973
Refrigerator,230,-0.8751445908862365,2.6051673457182374,9.97,-2.2798981109587695
LED Bulb,230,-0.9855529281711541,-0.04822088043910391,9.02,0.047524229915749984
Television,230,-0.9002023648276195,-0.09484591316710832,4.35,0.08538051532726597
Washing Machine,230,-0.19111609518017145,-0.5384901639729683,4.06,0.10291413743144395
Microwave Oven,230,0.05781832572551674,-0.7588994095962618,2.93,-0.04387829325693901
Geyser,230,2.073274809958795,-0.6896683003940736,9.39,-1.429871914434128
Laptop/Computer,230,-0.9277874493022129,-0.07506559625219728,2.64,0.06964491807717586
Iron,230,0.5594158005657105,-0.7588994095962618,2.92,-0.4245403207681378
Fan,230,-0.9017210177937639,0.27956722843656345,24.12,-0.2520916457675997
Air Conditioner,230,0.9765127043941668,-0.20222477641948206,47.48,-0.19747506331689416
Refrigerator,230,-0.8367476039511821,2.6051673457182374,8.99,-2.179867534421596
LED Bulb,230,-0.9891002295025213,-0.0270276837445564,8.62,0.0267330881946623
Television,230,-0.8865571545945009,-0.21211493487693758,3.49,0.18805201311149564
Washing Machine,230,0.5725510153997506,-0.36611883085731567,3.89,-0.20962170836432564
Microwave Oven,230,0.7584953379037171,-0.7377062129017145,2.27,-0.5595467232285574
Geyser,230,2.3120773222694604,-0.6656493441402531,8.79,-1.539032753170219
Laptop/Computer,230,-0.5640927303728052,-0.1372323065562032,2.91,0.07741174650064647
Iron,230,0.4136137825847553,-0.7588994095962618,2.04,-0.31389125540444734
Fan,230,-0.9165788837535799,0.25272251262346995,17.11,-0.23164011851982008
Air Conditioner,230,0.8626703980887883,0.045029185016904914,41.95,0.038845344964147065
Refrigerator,230,-0.7145187066387374,2.6051673457182374,8.12,-1.8614408024400675
LED Bulb,230,-0.9894402264352403,-0.08495575470965279,8.3,0.08405864117689558
Television,230,-0.8300609976077102,-0.10897471096347323,3.89,0.09045565729635247
Washing Machine,230,-0.3776610789319415,-0.6373917485475231,4.46,0.24071805545877434
Microwave Oven,230,-0.08762102886053826,-0.7617251691555349,2.02,0.06674314303037551
Geyser,230,1.6419433678805082,-0.7066228577497116,8.93,-1.1602347148749106
Laptop/Computer,230,-0.4141200833504982,0.4152036872816671,2.8,-0.17194418558451818
Iron,230,0.26135182288214115,-0.7560736500369889,2.83,-0.1976012266703211
Fan,230,-0.898536379857297,0.06480950193181582,20.22,-0.05823369524616828
Air Conditioner,230,1.111899483002833,-0.004421607270372428,47.23,-0.0049163828379686705
Refrigerator,230,-0.4167493929635244,2.6051673457182374,8.4,-1.0857019098964715
LED Bulb,230,-0.9878762405447333,-0.07789135581147033,9.94,0.07694701974996748
Television,230,-0.8841885092965593,-0.2728687654013069,3.45,0.24126742691377412
Washing Machine,230,-0.20018268005267548,-0.5187098470580574,4.56,0.10383672735379534
Microwave Oven,230,0.3203186242466891,-0.7546607702573523,2.02,-0.24173189970178183
Geyser,230,3.6462479527206066,-0.5752250382435172,8.67,-2.097413118049057
Laptop/Computer,230,-0.7015648235021473,-0.011486006168554887,2.06,0.008058177890386785
Iron,230,0.6251712073535458,-0.7518350106980793,2.56,-0.4700256013687843
Fan,230,-0.9103229401915521,0.25837403174201595,17.4,-0.23520380824453738
Air Conditioner,230,0.8038622619595093,0.042203425457631984,45.3,0.033925741050811586
Refrigerator,230,-0.338652097517993,2.6051673457182374,9.47,-0.8822453860128636
LED Bulb,230,-0.9877969079270988,0.054919343474360435,9.13,-0.05424915766935953
Television,230,-0.8650466819844853,-0.28275892385876233,3.18,0.2445996688855261
Washing Machine,230,-0.34690268975197164,-0.6246758305307947,3.84,0.2167017258341795
Microwave Oven,230,0.7309895860467581,-0.7405319724609873,2.69,-0.5413211600036464
Geyser,230,3.088176987355804,-0.5865280764806092,8.15,-1.8113025082254823
Laptop/Computer,230,-0.7529270268048824,-0.011486006168554887,2.58,0.008648124474352571
Iron,230,0.25563987441246366,-0.7588994095962618,2.21,-0.19400494976088117
Fan,230,-0.9048036566504153,0.22022627769183056,16.83,-0.19926154134607807
Air Conditioner,230,0.92997845753604,0.002642791627810032,46.45,0.002457739281619934
Refrigerator,230,0.261782485663585,3.4274633774666787,8.14,0.8972498824741334
LED Bulb,230,-0.9904148843090343,-0.17114142126747917,9.15,0.16950101094511408
Television,230,-0.9166355499090331,-0.28275892385876233,4.19,0.259186881662963
Washing Machine,230,-0.28396925750570323,-0.5667477595656982,4.81,0.16093894047689214
Microwave Oven,230,0.012836731526806158,-0.7631380489351713,2.23,-0.009796198252071455
Geyser,230,2.068446853514187,-0.6755395025977085,9.99,-1.397317558572769
Laptop/Computer,230,-0.7476570743477395,-0.02561480396491993,2.2,0.019151089392402915
Iron,230,0.3665582070964595,-0.7574865298166253,2.26,-0.27766290426930096
Fan,230,-0.9080789604356073,0.2089232394547386,20.02,-0.18971879809489847
Air Conditioner,230,0.7644452842262979,0.025248868101994004,40.24,0.01930137815262111
Refrigerator,230,-0.10883683746219767,2.6051673457182374,9.49,-0.28353817496776074
LED Bulb,230,-0.9882842368639959,-0.20222477641948206,8.73,0.19985555883872003
Television,230,-0.8999757002058069,-0.2714558856216704,3.78,0.24430370073735022
Washing Machine,230,-0.013660362763086806,-0.5851151967009727,4.74,0.00799288584513018
Microwave Oven,230,0.05899698175894222,-0.7560736500369889,2.19,-0.044606063339649095
Geyser,230,2.373843431713394,-0.7009713386311656,9.72,-1.6639962080289374
Laptop/Computer,230,-0.782778757497602,0.04644206479654138,2.84,-0.03635386177705978
Iron,230,0.6365837710618102,-0.7504221309184429,2.12,-0.4777065499883018
Fan,230,-0.9103342734226427,0.32619226116456784,15.98,-0.2969439950633358
Air Conditioner,230,0.7630852964954224,-0.09060727382819879,41.28,-0.069141078413833
Refrigerator,230,-0.47023091048020743,2.6051673457182374,9.39,-1.225030212930392
LED Bulb,230,-0.9898935556788655,-0.14994822457293164,8.78,0.14843278119023234
Television,230,-0.8405442363665431,-0.19657325730093606,3.46,0.16522851844809927
Washing Machine,230,0.5683577198962174,-0.39296354667040917,4.69,-0.22334386538792458
Microwave Oven,230,0.22982277398800854,-0.7617251691555349,2.98,-0.17506179139181008
Geyser,230,1.3136196631849566,-0.676952382377345,9.63,-0.8892579605307819
Laptop/Computer,230,-0.5505381859884118,-0.014311765727827946,2.02,0.007879173542089519
Iron,230,0.1513968148408487,-0.7546607702573523,2.53,-0.11425323690230463
Fan,230,-0.9023896784281111,0.3134763431478394,16.25,-0.28287781648799903
Air Conditioner,230,0.766315267356252,-0.20787629553802806,43.9,-0.15929877899225123
Refrigerator,230,-0.45358239400807193,2.6051673457182374,9.82,-1.1816580414625324
LED Bulb,230,-0.9854169293980666,-0.1047360716245637,5.31,0.10320869809749354
Television,230,-0.9216108383578197,-0.1513611043525681,4.26,0.13949603427713572
Washing Machine,230,-0.24741958723842145,-0.6176114316326121,4.26,0.15280916548827145
Microwave Oven,230,-0.016958333010460104,-0.7504221309184429,2.35,0.012725908394534044
Geyser,230,2.0882573414606087,-0.7052099779700749,9.73,-1.4726599137672831
Laptop/Computer,230,-0.5499148582784271,-0.15983838303038717,2.63,0.0878975017516083
Iron,230,0.35973560197990023,-0.7532478904777158,2.29,-0.27097008332109107
Fan,230,-0.8978790524540403,0.15947244716746123,21.03,-0.14318696975524708
Air Conditioner,230,1.0422341114887304,0.054919343474360435,40.19,0.05723881314954445
Refrigerator,230,-0.876323246919662,2.6051673457182374,8.23,-2.2829687071688833
LED Bulb,230,-0.9878875737758239,0.022423108542720945,5.14,-0.022151510294780546
Television,230,-0.9080109610490636,-0.29830060143476383,3.52,0.2708602157902936
Washing Machine,230,-0.31411565220677906,-0.6359788687678867,3.39,0.19977091715275427
Microwave Oven,230,0.05810165650278249,-0.7504221309184429,2.42,-0.04360076888270944
Geyser,230,3.948301227748078,-0.5822894371416997,8.1,-2.2990540995713102
Laptop/Computer,230,-0.6280234869550491,-0.18527021906384408,2.09,0.11635404900540117
Iron,230,0.6193572598040525,-0.7617251691555349,2.49,-0.4717800134919505
Fan,230,-0.8646726853584944,0.6893023645311475,22.29,-0.5960209265631071
Air Conditioner,230,1.846712187226011,0.23294219570855904,49.8,0.43017719173418256
Refrigerator,230,-0.7166946870081383,2.6051673457182374,8.35,-1.8671095954433545
LED Bulb,230,-0.9892815611999713,-0.15277398413220458,7.12,0.151136485533047
Television,230,-0.8383455895349609,-0.23754677091039447,4.91,0.19914628770100096
Washing Machine,230,-0.3708044741221104,-0.5738121584638808,3.2,0.2127721156640724
Microwave Oven,230,0.2567505310593455,-0.7574865298166253,2.15,-0.19448506880071928
Geyser,230,1.5008559740332548,-0.6727137430384356,9.57,-1.009646440053508
Laptop/Computer,230,-0.745435761053976,-0.0030087274907359607,2.4,0.0022428130668607806
Iron,230,0.21155360546991284,-0.7560736500369889,2.35,-0.1599501066661221
Fan,230,-0.8987857109412908,0.06904814127072535,20.01,-0.062059482741183565
Air Conditioner,230,1.225571790841852,-0.13016790765802075,46.0,-0.1595301156985773
Refrigerator,230,0.14002958405694682,3.311607235536486,9.53,0.46372298375214965
LED Bulb,230,-0.9899615550654092,-0.12169062898020169,8.48,0.12046904430212821
Television,230,-0.8352402842161283,-0.199399016860209,3.73,0.1665460915147375
Washing Machine,230,0.045544436454364394,-0.6105470327344297,3.98,-0.02780702053477397
Microwave Oven,230,0.21829687796883773,-0.7574865298166253,2.66,-0.16535694456241823
Geyser,230,2.3093120138833467,-0.6868425408348005,8.94,-1.5861337311959678
Laptop/Computer,230,-0.5728533180058623,-0.0524595197780133,2.52,0.030051609965829076
Iron,230,0.44020154272337336,-0.7518350106980793,2.05,-0.3309589315827384
Fan,230,-0.870905962458341,0.7542948343944265,24.24,-0.6569198687256329
Air Conditioner,230,0.8788882517794798,-0.21211493487693758,41.38,-0.1864253242903099
Refrigerator,230,-0.5167538241072437,2.6051673457182374,9.19,-1.346230188339217
LED Bulb,230,-0.9865842522004014,-0.0270276837445564,5.21,0.02666508715583212
Television,230,-0.8762099146087557,-0.24037253046966747,3.62,0.21061679439711786
Washing Machine,230,-0.27166136854127904,-0.5455545628711508,4.42,0.14820609916351607
Microwave Oven,230,0.03506119769553163,-0.7603122893758983,2.86,-0.026657459488150622
Geyser,230,2.3049260534512728,-0.645869027225342,8.82,-1.4886803479689201
Laptop/Computer,230,-0.5645913925407929,-0.02278904440564687,2.14,0.012866498315658134
Iron,230,0.3860173648790713,-0.7560736500369889,2.96,-0.2918575580417796
Fan,230,-0.8999077008192632,0.12132469311727576,21.59,-0.10918102563577031
Air Conditioner,230,1.0560493201882084,0.011120070305628959,46.85,0.011743342686704544
Refrigerator,230,-0.18378349466453395,2.6051673457182374,8.01,-0.4787867589820258
LED Bulb,230,-0.9890662298092494,-0.14005806611547614,9.79,0.13852670340720857
Television,230,-0.9336013968517061,-0.22765661245293897,4.2,0.21254053138859133
Washing Machine,230,-0.0956336232416136,-0.6317402294289771,4.32,0.060415607087781334
Microwave Oven,230,0.22660413635826945,-0.7617251691555349,2.19,-0.17261007409884668
Geyser,230,1.7383551647684974,-0.674126622818072,8.09,-1.1718714964837402
Laptop/Computer,230,-0.8826585230993242,0.002642791627810032,2.95,-0.002332682555062062
Iron,230,0.343755746142112,-0.7560736500369889,2.53,-0.2599046617068552
Fan,230,-0.9080676272045167,0.14675652915073267,23.06,-0.1332648532026763
Air Conditioner,230,0.7814224644000617,0.03372614677981293,43.98,0.026354368731399624
Refrigerator,230,-0.6885996071344666,2.6051673457182374,8.88,-1.7939172107811192
LED Bulb,230,-0.9886469002588961,-0.1315807874376572,5.76,0.13008693763386447
Television,230,-0.8782045632807066,-0.3336225959256762,3.31,0.29298888615548413
Washing Machine,230,-0.10871217192020073,-0.5045810492616923,4.01,0.05485410177501237
Microwave Oven,230,0.15086415297958916,-0.7560736500369889,2.92,-0.11406441080301666
Geyser,230,2.0400117767077965,-0.7037970981904385,9.91,-1.435754368721268
Laptop/Computer,230,-0.5874165199573218,-0.16972854148784255,2.35,0.09970134917822039
Iron,230,0.576154982886571,-0.7617251691555349,2.47,-0.43887175179907756
Fan,230,-0.9031150052179114,0.28945738689401895,16.41,-0.26141330947515495
Air Conditioner,230,0.9881859324175157,-0.21917933377512003,40.99,-0.21658993431321688
Refrigerator,230,-0.7629909360133619,2.6051673457182374,8.44,-1.9877190715810034
LED Bulb,230,-0.986810916822214,0.05350646369472397,7.13,-0.05280076249450507
Television,230,-0.8575780826957601,-0.3237324374682208,4.1,0.2776258430304218
Washing Machine,230,-0.010997053456788726,-0.5978311147177012,3.53,0.006574380726682154
Microwave Oven,230,0.31200003262616677,-0.7560736500369889,2.5,-0.23589500347932554
Geyser,230,1.760488965088498,-0.657172065462434,9.45,-1.1569441694110312
Laptop/Computer,230,-0.8753712555080491,-0.04822088043910391,2.92,0.04221117265168191
Iron,230,0.3502043546326803,-0.7546607702573523,2.65,-0.26428548801457746
Fan,230,-0.8764025795372965,0.8998214516969856,16.37,-0.788605841390233
Air Conditioner,230,1.162321028125046,-0.11745198964129216,41.51,-0.13651691735519897
Refrigerator,230,0.16730867129209331,3.502346005787413,9.95,0.5859728566334622
LED Bulb,230,-0.986289588192045,-0.20787629553802806,7.94,0.20502622592108954
Television,230,-0.8512881394404603,-0.10756183118383676,3.28,0.09156611114329728
Washing Machine,230,-0.15398843012726754,-0.5738121584638808,4.97,0.08836043346979187
Microwave Oven,230,0.07682415426450326,-0.7631380489351713,2.73,-0.05862743519650764
Geyser,230,2.3385857497904445,-0.7151001364275305,9.41,-1.6723229887226254
Laptop/Computer,230,-0.5660760458136654,0.03937766589835892,2.7,-0.022290753405114636
Iron,230,0.6505009788411038,-0.7631380489351713,2.39,-0.49642204782321914
Fan,230,-0.9016303519450389,0.1199118133376393,24.01,-0.10811613046198354
Air Conditioner,230,1.203551322832758,-0.2092891753176645,48.84,-0.2518902638081521
Refrigerator,230,-0.4369678772292084,2.6051673457182374,9.2,-1.1383744448853494
LED Bulb,230,-0.9865389192760389,-0.11321335030238276,8.19,0.1116893762549323
Television,230,-0.9393700114768369,-0.3477513937220412,4.34,0.32666723071175985
Washing Machine,230,0.6927739308091537,-0.41839538270386606,4.99,-0.2898534139081575
Microwave Oven,230,0.11723845633368984,-0.7574865298166253,2.51,-0.08880655144926468
Geyser,230,2.0676081944134803,-0.7066228577497116,8.81,-1.4610192110431748
Laptop/Computer,230,-0.5534281599165224,-0.08354287493001633,2.39,0.046234979546655106
Iron,230,0.19838439094260088,-0.7504221309184429,2.23,-0.148872037392104
Fan,230,-0.9001003657478038,0.07187390082999841,23.68,-0.06469372442480295
Air Conditioner,230,1.0128470432707266,-0.05104663999837684,49.0,-0.051702438391261187
Refrigerator,230,-0.639300051890226,2.6051673457182374,9.71,-1.6654836193003915
LED Bulb,230,-0.9810989683525365,0.41096504794275773,8.34,-0.40319738456559034
Television,230,-0.9221661666812605,-0.23189525179184847,3.67,0.2138459554164746
Washing Machine,230,-0.3180936163195902,-0.5158840874987843,4.55,0.16409943499422022
Microwave Oven,230,0.16335337364146343,-0.7631380489351713,2.51,-0.12466117484772445
Geyser,230,2.188227772911056,-0.7122743768682573,9.13,-1.558618573396037
Laptop/Computer,230,-0.7974212920666959,-0.03267920286310239,2.65,0.026059092170804776
Iron,230,0.3754547935026042,-0.7546607702573523,2.67,-0.28334100366149045
Fan,230,-0.9057783145242094,0.16229820672673417,19.48,-0.14700619613924298
Air Conditioner,230,0.7877237408864521,-0.14994822457293164,42.44,-0.11811777639987153
Refrigerator,230,-0.6693104478182142,2.6051673457182374,8.39,-1.743665722804062
LED Bulb,230,-0.9886582334899867,-0.07506559625219728,7.42,0.07421421978656993
Television,230,-0.9266767926553313,-0.29406196209585433,4.86,0.2725003958769199
Washing Machine,230,-0.35559527799848484,-0.6133727922937027,3.15,0.2181124685923861
Microwave Oven,230,-0.01846565274551394,-0.7560736500369889,2.28,0.013961393471616271
Geyser,230,2.2133875459322545,-0.6713008632587991,9.34,-1.4858489703105973
Laptop/Computer,230,-0.34980399691117287,0.3954233703667561,2.11,-0.13832067542637833
Iron,230,0.6709687941907818,-0.7518350106980793,2.94,-0.5044578305585038
Fan,230,-0.9144369030774507,0.3021733049107474,24.73,-0.27631842113526206
Air Conditioner,230,0.7250396397241774,-0.08919439404856232,41.22,-0.06466947132638594
Refrigerator,230,-0.6709990992507182,2.6051673457182374,8.62,-1.7480649423743218
LED Bulb,230,-0.988250237170724,0.02807462766126694,6.72,-0.02774475744472682
Television,230,-0.9114675965317057,-0.14570958523402214,4.57,0.13280956544488587
Washing Machine,230,-0.2888765465679459,-0.5088196886006019,4.63,0.14698607446871953
Microwave Oven,230,-0.07831644613513097,-0.7617251691555349,2.38,0.059655608179942976
Geyser,230,2.217104845729981,-0.6585849452420706,9.45,-1.4601518734210088
Laptop/Computer,230,-0.5882778455202097,0.03231326700017646,2.39,-0.0190091790925831
Iron,230,0.6961739001363427,-0.7546607702573523,2.8,-0.5253751317099575
Fan,230,-0.917247544387927,0.2188133979121941,16.1,-0.20070605191413837
Air Conditioner,230,0.7683212492592935,-0.0030087274907359607,49.54,-0.0023116692643630325
Refrigerator,230,-0.10465487518975514,2.6051673457182374,9.35,-0.2726434634145678
LED Bulb,230,-0.9874115780700174,-0.05669815911692283,8.17,0.05598441876730572
Television,230,-0.9354033805951163,-0.20646341575839158,4.92,0.1931265770696145
Washing Machine,230,-0.21669519775172347,-0.5300128852951493,3.4,0.11485124698999391
Microwave Oven,230,0.7923476991714291,-0.7334675735628049,2.69,-0.5811613443293394
Geyser,230,1.6603938680960535,-0.7108614970886209,8.65,-1.1803100708315266
Laptop/Computer,230,-0.820790414575575,-0.18103157972493455,2.95,0.1485889853737003
Iron,230,0.5984247819796589,-0.7518350106980793,2.23,-0.44991670236167264
Fan,230,-0.8988650435589252,0.13262773135436776,16.81,-0.1192144315209652
Air Conditioner,230,0.8692096724280818,-0.20646341575839158,41.05,-0.17945999797973441
Refrigerator,230,-0.6597452007777225,2.6051673457182374,9.81,-1.7187466535604448
LED Bulb,230,-0.9893948935108776,-0.01713752528710088,6.04,0.016955780006471147
Television,230,-0.8879171423253766,-0.3011263609940368,4.87,0.26737525793266487
Washing Machine,230,-0.07676379347571466,-0.5709863989046077,3.75,0.04383108200295533
Microwave Oven,230,-0.04127944693095215,-0.7603122893758983,2.57,0.031385270800243135
Geyser,230,1.9697570771769812,-0.6826039014958911,8.38,-1.3445638658801504
Laptop/Computer,230,-0.9088609533808608,-0.07082695691328787,2.45,0.06437185558527597
Iron,230,0.5235007912395039,-0.7546607702573523,2.97,-0.3950655103471374
Fan,230,-0.9187095311986183,0.25837403174201595,17.64,-0.2373706855756044
Air Conditioner,230,0.892975458025133,-0.07082695691328787,42.47,-0.0632467342901696
Refrigerator,230,-0.7418317935671558,2.6051673457182374,9.36,-1.9325959646167465
LED Bulb,230,-0.9885789008723525,-0.000182967931463027,7.12,0.00018087823658060714
Television,230,-0.853532119196405,-0.18103157972493455,4.14,0.15451626788409634
Washing Machine,230,0.022073314865669724,-0.6077212731751567,4.29,-0.013414423013360917
Microwave Oven,230,0.04220113328262862,-0.7588994095962618,2.74,-0.03202641513248001
Geyser,230,1.454321727175128,-0.69108118017371,9.13,-1.0050543755684558
Laptop/Computer,230,-0.9153322283336105,-0.13016790765802075,2.5,0.11914688097413978
Iron,230,0.5428692831733906,-0.7574865298166253,2.7,-0.4112161694550505
Fan,230,-0.9001910315965289,0.2922831464532919,19.16,-0.26311066712406816
Air Conditioner,230,1.0375421538172094,-0.12875502787838414,45.36,-0.1335887689397335
Refrigerator,230,0.10675521757485708,3.375186825620128,9.69,0.360318803924868
LED Bulb,230,-0.9814842982096179,0.28239298799583634,8.89,-0.27716428364241047
Television,230,-0.8923484356818129,-0.21635357421584697,4.21,0.19306277350568005
Washing Machine,230,0.07910213371371988,-0.6289144698697041,3.84,-0.049748476490126585
Microwave Oven,230,0.19763639769061922,-0.7574865298166253,2.11,-0.14970690905212566
Geyser,230,1.699414182741093,-0.679778141936618,9.29,-1.1552246155244763
Laptop/Computer,230,-0.8169824489291233,-0.045395120879830844,2.08,0.03708701702583778
Iron,230,0.623017893446326,-0.7574865298166253,2.71,-0.4719276621203215
Fan,230,-0.9070929693307225,0.26261267108092545,23.28,-0.23821410759466902
Air Conditioner,230,0.8539664766111844,0.061983742372542894,41.87,0.05293203808105583
Refrigerator,230,-0.1971000411960242,2.6051673457182374,9.46,-0.5134785911636016
LED Bulb,230,-0.9899502218343186,-0.07506559625219728,5.79,0.07431120366198808
Television,230,-0.8321689785905676,-0.13581942677656672,4.76,0.11302471365341192
Washing Machine,230,0.062498950165946934,-0.5328386448544223,3.53,-0.033301855911247236
Microwave Oven,230,0.338179796445522,-0.7603122893758983,2.07,-0.2571222552561701
Geyser,230,1.4182480526136527,-0.651520546343888,8.05,-0.9240177460900022
Laptop/Computer,230,-0.6147409401168307,-0.1895088584027536,2.75,0.1164988537749761
Iron,230,0.5273654230414089,-0.7603122893758983,2.88,-0.4009624121303027
Fan,230,-0.9059596462216595,0.2809801082161999,19.55,-0.25455663943487206
Air Conditioner,230,0.8290787011361611,-0.04680800065946731,49.63,-0.03880751638953173
Refrigerator,230,-0.575527960543251,2.6051673457182374,8.41,-1.4993466493550915
LED Bulb,230,-0.9888395651874368,-0.09767167272638125,6.66,0.09658161438988445
Television,230,-0.8538834493602147,-0.13581942677656672,3.9,0.1159739606261019
Washing Machine,230,-0.40203885900788666,-0.5441416830915143,3.01,0.21876610140874347
Microwave Oven,230,-0.08079842374397901,-0.7546607702573523,2.16,0.06097540069821115
Geyser,230,2.1087704897346486,-0.6585849452420706,9.19,-1.3888044975099878
Laptop/Computer,230,-0.7947126498360353,-0.028440563524192865,2.63,0.022602075601141403
Iron,230,0.6497303191269411,-0.7532478904777158,2.84,-0.4894079922617815
Fan,230,-0.8981510500002154,0.14110501003218667,21.81,-0.1267336129206994
Air Conditioner,230,0.8370572958239646,-0.0538723995576499,42.34,-0.04509428509327457
Refrigerator,230,0.22698946621535104,4.003918327558369,9.38,0.9088472839423354
LED Bulb,230,-0.9855642614022447,0.05068070413545091,8.51,-0.04994909073860136
Television,230,-0.8969837271978806,-0.2573270878253054,3.52,0.23081821034651878
Washing Machine,230,-0.2522248772208486,-0.5639220000064252,4.12,0.14223515721375599
Microwave Oven,230,0.3561429677241705,-0.7574865298166253,2.87,-0.2697735007399763
Geyser,230,2.1851564672854953,-0.6670622239198896,9.72,-1.457635332680392
Laptop/Computer,230,-0.9372733637250702,-0.1047360716245637,2.27,0.0981663301549047
Iron,230,0.6116733291246054,-0.7518350106980793,2.29,-0.45987742394612746
Fan,230,-0.9141422390690944,0.2188133979121941,17.54,-0.20002656950576983
Air Conditioner,230,0.711666427037234,-0.06517543779474189,48.5,-0.04638317094597146
Refrigerator,230,-0.5222051082618367,2.6051673457182374,9.87,-1.360431695810994
LED Bulb,230,-0.9790249870629513,0.2640255508605619,5.96,-0.2584876115155502
Television,230,-0.7541170160693986,0.20751035967510212,3.79,-0.15648709324167567
Washing Machine,230,-0.017490994871719744,-0.5271871257358763,3.29,0.009221027312682884
Microwave Oven,230,-0.021582291295437196,-0.7603122893758983,2.9,0.016409281304811375
Geyser,230,1.4918007223918417,-0.6896683003940736,9.16,-1.0288476687386325
Laptop/Computer,230,-0.9227668279290638,-0.08212999515037973,2.42,0.07578683510274531
Iron,230,0.2411900047719104,-0.7560736500369889,2.39,-0.18235740726033708
Fan,230,-0.9151735630983417,0.10295725598200131,16.72,-0.0942237588038762
Air Conditioner,230,2.2858068926013804,0.4533514413318525,48.24,1.0362738493671189
Refrigerator,230,-0.3331894801323093,2.6051673457182374,9.83,-0.8680143535775277
LED Bulb,230,-0.9872075799103861,0.029487507440903404,6.37,-0.029110290858323753
Television,230,-0.9182448687239024,-0.12169062898020169,3.4,0.11174179563285443
Washing Machine,230,-0.3260722110073937,-0.6119599125140662,4.47,0.1995431217213528
Microwave Oven,230,0.8814608952370527,-0.7433577320202605,2.88,-0.6552407719479639
Geyser,230,1.3873423314295048,-0.7066228577497116,8.39,-0.9803278029118642
Laptop/Computer,230,-0.3930969396773796,0.3487983376387517,2.37,-0.13711155909035064
Iron,230,0.5310260566836824,-0.7560736500369889,2.2,-0.40149480894158074
Fan,230,-0.8982077161556686,0.14251788981182326,17.42,-0.128010668319203
Air Conditioner,230,0.8729949716123524,0.04785494457617798,48.58,0.04177712598179119
Refrigerator,230,-0.2670260770252113,2.6051673457182374,8.96,-0.6956476163213233
LED Bulb,230,-0.9881369048598178,-0.04822088043910391,6.4,0.04764883154671146
Television,230,-0.8979583850716748,-0.22200509333439297,3.9,0.19935133508823796
Washing Machine,230,-0.18642413750865064,-0.5935924753787917,4.97,0.11065996525411617
Microwave Oven,230,0.3280138881572268,-0.7546607702573523,2.62,-0.24753921349184183
Geyser,230,1.6262015098956226,-0.6896683003940736,8.17,-1.1215396314279902
Laptop/Computer,230,-0.7619369455219334,-0.014311765727827946,2.77,0.010904663063686714
Iron,230,0.2627458103062887,-0.7603122893758983,2.34,-0.19976886855789985
Fan,230,-0.9094616146286643,0.06622238171145242,19.5,-0.060226714195853244
Air Conditioner,230,1.2639801110079971,-0.06376255801510529,45.3,-0.08059460515808664
Refrigerator,230,-0.10776018050858777,2.6051673457182374,8.22,-0.28073330342967573
LED Bulb,230,-0.9859269247971449,-0.11462623008201922,7.05,0.11301308652585519
Television,230,-0.8808905390491859,-0.29406196209585433,4.42,0.2590364003044784
Washing Machine,230,-0.3077917092582075,-0.6147856720733391,3.48,0.18922593283490888
Microwave Oven,230,0.14338422045977334,-0.7560736500369889,2.35,-0.10840903092072914
Geyser,230,3.153082401811842,-0.6147856720733391,8.69,-1.9384698835005116
Laptop/Computer,230,-0.6835676525302268,0.05915798281326996,2.79,-0.04043848344009045
Iron,230,1.4997793170796452,-0.7405319724609873,2.5,-1.1106345359331822
Fan,230,-0.8977203872187715,0.21316187879364812,17.48,-0.19135976437091462
Air Conditioner,230,1.0586219636457814,0.011120070305628959,49.66,0.011771950662824073
Refrigerator,230,-0.8350816189808594,2.6051673457182374,8.46,-2.175527364778454
LED Bulb,230,-0.981790295449065,0.2753285890976539,8.71,-0.27031493683575986
Television,230,-0.8846305053090939,-0.18527021906384408,4.95,0.1638956875091749
Washing Machine,230,0.07592882900834352,-0.5370772841933319,4.88,-0.04077964927578102
Microwave Oven,230,0.050089062121707016,-0.7603122893758983,2.68,-0.038083329494446656
Geyser,230,1.347823354616478,-0.6444561474457056,9.04,-0.8686130465534824
